mukey,n
164421,6
164422,4
164423,8
164424,43
164428,9
164429,3
164430,7
164431,132
164432,40
164433,8
164434,2
164435,6
164438,5
164439,11
164440,2
164441,10
164442,6
164444,2
164445,1
164448,2
164454,3
164455,2
164456,14
164457,82
164458,605
164459,434
164460,246
164461,279
164462,73
164463,48
164464,176
164465,334
164466,177
164467,170
164468,18
164469,35
164470,33
164471,93
164472,7
164473,7
164474,88
164475,60
164476,199
164477,32
164478,115
164479,49
164480,14
164481,34
164482,82
164483,76
164484,366
164485,241
164486,72
164487,238
164488,157
164489,120
164490,20
164491,99
164492,189
164493,17
164494,27
164495,158
164496,491
164497,33
164498,146
164499,21
164500,257
164501,387
164502,261
164503,121
164504,63
164505,796
164506,111
164507,59
164508,86
164509,6
164510,183
164511,61
164512,81
164513,618
164514,3
164515,5
164516,184
164517,125
164521,21
164522,2
164524,46
164525,16
164529,335
164530,8
164531,55
164532,32
164533,8
164534,5
164535,34
164540,866
164541,115
164542,53
164544,50
164545,71
164546,393
164547,3
164548,77
164549,130
164553,76
164554,312
164555,15
164556,222
164557,28
164558,98
164561,36
164562,29
164567,49
164569,165
164570,8
164571,51
164573,443
164574,123
164575,15
164578,45
164588,20
164589,26
164590,4
164591,40
164595,16
164596,268
164605,446
164606,282
164615,59
164625,4
164626,15
164635,5
164636,656
164637,46
164638,24
164639,13
164643,52
164644,40
164645,35
164646,6
164654,15
164655,18
164656,17
164657,34
164659,24
164661,40
164662,1
164663,23
164664,32
164665,1
164666,12
164667,387
164668,48
164669,34
164670,5
164671,22
164672,7
164673,3
164674,8
164675,111
164676,3
164677,1
164678,2
164679,16
164680,62
164681,5
164682,4
164683,11
164685,127
164686,3
164687,3
164688,2
164689,7
164690,23
164691,8
164692,4
164693,4
164695,225
164696,22
164697,18
164698,69
164699,14
164700,129
164703,125
164705,25
164706,14
164707,39
164708,26
164709,12
164710,36
164711,11
164712,20
164714,25
164715,10
164716,3
164722,6
164723,37
164724,4
164725,2
164726,9
164727,48
164728,12
164729,5
164730,168
164731,164
164732,10
164733,30
164734,5
164735,3
164736,5
164737,11
164738,1436
164742,2
164743,76
164744,5
164745,37
164746,1
164747,22
164748,164
164749,4
164750,1
164751,2
164752,50
164753,5
164754,59
164755,3
164756,12
164757,51
164758,2
164759,3
164760,9
164766,41
164767,13
164768,38
164769,51
164770,14
164771,4
164784,1244
164789,23
164805,665
164807,130
164814,14
164815,28
164816,2
164830,19
164831,3
164832,20
164833,5
164834,13
164835,7
164850,18
164851,485
164852,5
164862,20
164866,5
164876,70
164877,2
164880,2
164881,14
164883,12
164884,24
164895,133
164896,2
164902,245
164903,18
164904,17
164905,49
164906,85
164908,132
164913,15
164916,17
164917,8
164918,4
164919,5
164921,11
164922,9
164930,29
164931,8
164940,125
164942,1365
164943,4
164944,3
164951,66
164960,21
164961,36
164967,44
164969,160
164971,84
164984,14
164985,3
164990,485
164996,31
164998,30
165000,51
165001,7
165002,22
165003,2
165005,31
165013,7
165014,24
165019,102
165020,16
165023,129
165028,71
165137,10
165138,12
165139,57
165140,22
165143,134
165144,63
165147,52
165148,36
165150,67
165153,24
165154,22
165155,31
165156,17
165157,4
165158,32
165159,69
165160,1010
165162,991
165163,228
165165,11
165166,6
165167,31
165169,116
165170,20
165171,26
165172,11
165173,15
165174,90
165175,14
165176,35
165177,258
165181,22
165182,40
165183,33
165189,22
165190,262
165191,36
165192,76
165193,166
165195,22
165196,25
165197,12
165200,13
165201,13
165203,22
165204,4
165205,65
165207,13
165208,1
165209,96
165210,117
165212,123
165214,203
165215,16
165216,21
165217,8
165218,16
165219,6
165220,5
165221,112
165222,71
165223,8
165224,2
165227,67
165228,4
165229,28
165230,127
165231,526
165232,13
165233,2
165234,65
165236,28
165237,33
165239,18
165240,173
165241,6
165244,20
165245,4
165246,21
165247,32
165248,306
165249,28
165250,4
165251,91
165252,661
165253,43
165254,1284
165255,106
165256,1397
165257,222
165258,141
165259,27
165260,13
165261,16
165262,52
165263,9
165264,75
165265,26
165266,133
165267,87
165268,50
165269,29
165270,283
165271,41
165272,31
165273,38
165274,7
165275,3
165276,23
165277,6
165278,40
165279,168
165280,206
165281,712
165282,92
165283,154
165284,13
165285,17
165286,61
165287,37
165288,30
165289,84
165290,27
165292,46
165293,248
165295,9
165296,21
165297,5
165315,74
165316,9
165317,29
165318,25
165319,5
165321,108
165322,13
165324,75
165325,90
165326,46
165327,19
165328,1
165329,68
165330,387
165346,22
165347,17
165348,8
165349,3
165351,582
165352,426
165356,7
165357,13
165358,11
165359,14
165360,9
165368,110
165369,28
165370,4
165371,2
165372,1
165374,31
165377,5
165378,30
165379,16
165380,9
165386,10
165402,29
165403,2
165404,8
165406,10
165407,12
165408,1
165409,3
165411,6
165412,15
165414,14
165415,4
165416,97
165426,36
165427,5
165432,5
165433,11
165434,7
165457,40
165458,263
165459,69
165460,5
165461,4
165466,118
165467,3
165468,16
165469,3
165470,27
165475,61
165476,14
165477,8
165478,1
165495,5
165498,2
165502,6
165503,5
165504,1
165505,2
165506,1
165508,1
165509,3
165510,1
165511,2
165514,3
165515,37
165516,24
165524,26
165525,12
165526,2
165527,8
165528,147
165529,41
165530,3
165531,8
165575,116
165576,21
165587,16
165588,2
165592,6
165593,4
165600,9
165603,5
165604,31
165605,32
165621,31
165622,48
165623,48
165624,5
165625,54
165633,1
165640,16
165641,2
165642,10
165643,9
165644,3
165649,18
165650,9
165651,2
165661,2
165668,7
165677,14
165678,55
165679,5
165680,19
165681,3
165682,9
165683,29
165684,3
165688,6
165689,46
165693,15
165699,25
165700,10
165701,16
165716,2
165717,14
165718,3
165719,1
165721,48
165722,97
165723,6
165732,2
165738,3
165739,44
165740,4
165741,7
165749,16
165750,3
165759,4
165764,9
165767,9
165768,43
165789,16
165790,38
165791,22
165792,43
165793,50
165794,16
165795,1
165797,7
165798,14
165799,5
165800,1
165801,11
165825,8
165830,3
165831,15
165834,9
165836,1
165838,2
165839,14
165840,13
165841,1
165842,6
165855,4
165856,1
165859,2
165860,5
165861,5
165862,5
165863,5
165864,1
165865,9
165866,13
165873,126
165898,82
165904,9
165905,7
165932,22
165933,26
165934,66
165935,27
165936,25
165961,3
165981,128
166001,6
166002,12
166003,16
166006,9
166007,21
166008,21
166009,12
166010,15
166045,7
166046,100
166047,11
166057,1
166059,26
166060,16
166061,31
166062,17
166063,12
166064,13
166065,26
166078,1
166079,33
166088,13
166115,64
166116,8
166136,3
166138,4
166143,34
166144,7
166145,7
166148,8
166149,8
166154,50
166166,28
166167,3
166168,21
166183,13
166184,29
166185,10
166215,10
166216,11
166217,3
166218,5
166239,80
166240,1
166246,4
166247,7
166248,33
166260,11
166261,17
166264,3
166266,1
166270,3
166272,8
166273,42
166289,84
166290,6
166291,2
166296,15
166297,20
166298,6
166299,4
166305,43
166306,125
166307,65
166308,14
166309,35
166310,15
166311,13
166315,4
166316,3
166320,12
166321,6
166334,30
166343,29
166347,1
166348,6
166352,7
166368,3
166369,4
166370,7
166376,31
166377,8
166396,10
166397,8
166398,14
166399,1
166401,13
166414,50
166416,44
166420,1146
166421,402
166422,73
166423,153
166424,203
166425,28
166426,70
166427,186
166429,889
166430,1030
166432,356
166433,108
167867,1
167868,4
167871,57
167872,76
167881,1
167882,4
167883,2
167884,192
167885,60
167886,23
167887,7
167888,9
167889,4
167890,430
167891,304
167892,10
167893,4
167894,14
167895,3
167896,25
167897,12
167898,14
167900,2
167901,25
167904,10
167905,9
167906,8
167907,49
167908,9
167909,568
167910,6
167911,297
167912,29
167913,52
167914,13
167915,44
167916,19
167917,7
167923,6
167925,5
167926,36
167928,54
167933,22
167934,22
167935,18
167937,36
167938,11
167939,11
167940,11
167942,2
167943,16
167948,12
167949,13
167950,10
167952,1
167953,55
167954,56
167955,47
167956,2646
167957,688
167958,19
167959,98
167960,19
167961,2
167965,19
167966,6
167967,259
167968,31
167969,7
167970,100
167971,658
167972,17
167973,56
167975,206
167976,39
167977,72
167978,165
167979,83
167980,12
167981,12
167982,68
167983,256
167984,8
167985,8
167986,18
167987,53
167988,5
167989,146
167990,101
167991,16
167992,35
167993,432
167994,3
167996,40
167997,23
167998,17
167999,24
168000,193
168001,52
168003,108
168004,63
168005,7
168006,41
168007,13
168062,8
168063,17
168064,43
168066,20
168067,16
168070,10
168071,3
168072,8
168073,8
168074,4
168076,4
168078,56
168079,36
168081,14
168082,8
168083,7
168084,24
168085,8
168086,6
168087,67
168088,28
168090,3
168092,6
168093,7
168095,5
168096,17
168097,9
168098,11
168101,10
168106,9
168107,122
168108,46
168109,183
168110,12
168111,8
168113,55
168114,6
168115,5
168116,2
168117,4
168120,56
168121,20
168122,178
168123,3
168124,62
168125,6
168126,18
168127,1078
168128,1436
168129,34
168130,24
168131,108
168132,96
168133,28
168135,2
168136,160
168137,11
168138,11
168139,12
168140,78
168141,17
168142,154
168143,47
168144,82
168145,65
168147,47
168148,66
168149,7
168150,179
168151,24
168152,45
168153,59
168154,407
168155,236
168156,52
168157,238
168158,75
168159,15
168160,96
168161,27
168162,6
168163,198
168164,434
168166,74
168167,15
168168,37
168169,22
168170,232
168171,137
168172,6
168173,35
168174,24
168175,15
168176,258
168177,291
168178,9
168179,86
168180,29
168181,46
168182,42
168183,10
168184,44
168185,52
168186,29
168187,788
168188,94
168189,10
168190,69
168191,5
168192,39
168193,41
168194,16
168195,18
168197,7
168198,33
168199,8
168200,18
168201,89
168202,151
168203,88
168204,10
168205,3
168206,72
168207,26
168208,13
168209,28
168211,19
168212,25
168216,78
168217,37
168218,2
168219,22
168220,8
168221,11
168222,4
168224,3
168225,103
168227,23
168228,1
168229,15
168230,9
168231,4
168233,10
168234,2
168235,53
168236,5
168237,21
168238,4
168242,15
168243,42
168245,9
168247,8
168248,17
168249,71
168250,127
168251,5
168252,25
168253,14
168255,418
168256,35
168257,12
168258,38
168259,2
168260,137
168261,7
168262,2
168263,58
168264,293
168265,8
168266,84
168268,3
168269,341
168270,44
168271,11
168272,6
168273,4
168276,5
168277,21
168278,4
168279,15
168280,4
168281,13
168282,110
168283,119
168284,12
168285,37
168287,3
168288,12
168289,9
168290,8
168293,4
168294,2
168295,32
168296,10
168298,3
168299,16
168301,119
168302,239
168303,6
168305,90
168306,40
168307,1
168308,67
168309,3
168310,18
168311,2
168313,43
168316,2
168319,130
168320,2
168321,213
168323,704
168326,12
168329,5
168330,15
168331,11
168332,21
168334,123
168337,33
168338,23
168339,19
168428,36
168429,332
168430,34
168431,25
168432,4
168433,20
168434,23
168435,34
168436,82
168437,13
168438,127
168439,18
168440,50
168441,146
168442,277
168443,69
168444,36
168445,292
168446,67
168447,59
168448,340
168449,419
168450,283
168451,65
168452,2
168453,1094
168454,238
168455,317
168456,91
168457,4
168458,202
168459,95
168460,97
168461,33
168462,698
168463,132
168464,3
168465,33
168466,88
168467,102
168468,426
168469,8
168470,4
168471,15
168472,21
168473,8
168475,39
168476,131
168477,71
168478,11
168479,152
168480,38
168481,17
168483,35
168484,73
168485,6
168486,19
168487,31
168488,321
168489,846
168490,1857
168491,13
168492,25
168493,599
168494,1559
168495,1356
168496,18
168497,9
168498,79
168499,31
168500,128
168501,149
168502,41
168507,19
168508,14
168509,35
168510,77
168511,24
168512,23
168513,1216
168514,301
168515,18
168516,2
168517,98
168518,10
168520,35
168521,11
168522,8
168523,210
168524,1060
168525,22
168527,18
168528,10
168529,65
168530,19
168531,17
168532,11
168533,8
168534,127
168535,25
168536,83
168537,17
168539,1339
168540,20
168541,177
168542,249
168543,20
168544,34
168545,193
168549,46
168550,4
168551,2
168552,12
168553,44
168554,21
168555,5
168556,38
168557,992
168558,41
168559,11
168560,101
168561,56
168562,13
168564,12
168565,3
168569,8
168570,15
168571,79
168572,4
168573,53
168574,22
168575,233
168576,32
168577,18
168578,76
168579,606
168580,1
168581,127
168582,109
168583,20
168584,3
168586,4
168587,48
168588,930
168590,58
168591,202
168592,29
168593,866
168594,294
168595,25
168596,24
168597,29
168598,7
168599,33
168600,31
168601,18
168602,8
168603,18
168604,9
168762,6
168766,1
168768,6
168769,9
168771,53
168772,33
168774,2
168776,5
168777,24
168778,12
168779,26
168780,52
168781,30
168782,6
168783,3
168784,20
168786,1
168787,3
168790,69
168791,2
168794,5
168795,11
168796,62
168797,5
168798,4
168799,2
168800,11
168801,5
168802,1
168804,1
168805,6
168806,8
168807,3
168809,1
168810,1
168812,14
168813,115
168815,241
168816,138
168817,37
168820,11
168821,12
168822,1
168823,3
168824,19
168825,10
168826,22
168827,20
168828,1
168829,2
168925,9
168926,25
168927,15
168928,79
168929,61
168930,3
168931,40
168932,4
168933,88
168934,25
168938,62
168939,31
168940,49
168941,26
168942,65
168943,29
168944,22
168945,31
168946,38
168947,249
168948,10
168951,38
168952,12
168953,20
168954,36
168955,28
168956,5
168957,19
168958,4
168959,38
168961,18
168962,6
168963,4
168964,93
168965,130
168966,33
168967,34
168968,24
168969,15
168970,9
168971,53
168972,3
168973,10
168974,3
168976,3
168977,66
168978,12
168979,23
168980,19
168981,30
168982,47
168983,52
168984,98
168985,11
168986,88
168987,19
168988,2
168989,3
168990,43
168991,5
168992,103
168993,212
168994,3
168995,4
168996,13
168997,6
168998,9
168999,6
169000,72
169001,202
169002,73
169006,17
169007,26
169009,14
169010,72
169011,6
169012,13
169013,14
169014,13
169015,3
169016,391
169017,168
169018,136
169019,441
169020,28
169021,119
169022,17
169023,405
169024,33
169025,9
169026,34
169027,19
169028,173
169029,38
169030,10
169031,2
169032,4
169033,100
169034,75
169035,4
169036,10
169037,2
169038,13
169039,10
169040,22
169041,6
169042,7
169043,21
169044,7
169045,5
169046,11
169048,12
169049,56
169050,46
169052,2
169054,121
169055,28
169056,114
169057,79
169058,3
169059,8
169060,1
169061,8
169062,39
169063,24
169065,4
169066,6
169067,33
169068,86
169069,204
169070,273
169071,128
169072,15
169073,82
169074,10
169075,220
169076,172
169077,15
169078,44
169079,9
169080,250
169081,52
169082,64
169083,334
169084,163
169085,35
169086,13
169087,13
169088,275
169089,525
169091,246
169092,63
169093,316
169094,159
169095,867
169096,111
169097,308
169098,40
169099,10
169100,11
169101,38
169102,505
169103,102
169104,10
169105,351
169106,4
169107,62
169108,172
169109,93
169110,16
169111,39
169112,6
169113,23
169114,32
169115,240
169119,310
169120,46
169121,5
169122,31
169123,191
169219,20
169220,2612
169221,3
169222,3
169224,19
169225,1420
169226,30
169227,20
169228,1562
169229,21
169231,35
169232,103
169233,23
169234,10
169235,7
169236,1
169237,17
169238,11
169239,7
169240,6
169241,12
169242,20
169243,24
169244,15
169245,7
169246,4
169247,2
169248,466
169249,891
169250,6
169251,138
169252,32
169253,16
169254,197
169255,77
169256,10
169257,6
169258,25
169259,23
169260,5
169261,16
169262,4
169263,10
169264,3
169265,61
169266,2
169268,1
169269,6
169270,34
169271,4
169272,16
169273,21
169275,11
169276,5
169277,46
169278,358
169279,61
169280,90
169281,473
169283,30
169284,43
169285,50
169286,340
169288,167
169289,8
169291,7
169293,35
169294,24
169295,62
169296,22
169297,83
169298,6
169299,4
169300,8
169301,197
169302,32
169304,5
169305,12
169306,7
169307,345
169308,345
169309,521
169310,75
169312,1
169313,82
169314,29
169315,12
169316,22
169317,7
169318,40
169319,49
169320,40
169321,11
169323,5
169324,13
169325,37
169326,22
169327,49
169328,114
169329,10
169330,6
169331,5
169332,8
169334,879
169335,4
169336,10
169337,29
169338,558
169339,5
169340,8
169341,10
169342,7
169343,83
169344,37
169345,52
169346,3
169347,451
169348,92
169349,27
169350,168
169352,1
169353,22
169354,6
169356,6
169357,1
169360,14
169361,135
169363,82
169364,509
169375,1
169377,2
169384,2
169385,7
169386,2
169390,19
169391,12
169395,18
169397,2
169398,3
169400,31
169402,3
169403,11
169404,5
169405,38
169406,2
169407,13
169411,6
169412,3
169413,1
169415,1
169424,2
169427,10
169429,5
169430,8
169432,3
169433,3
169440,7
169442,9
169444,3
169458,16
169460,1
169461,3
169463,9
169464,14
169465,27
169466,26
169467,58
169468,14
169469,1053
169471,69
169472,504
169473,37
169474,1
169475,5
169476,1590
169477,674
169478,1
169479,34
169480,72
169481,70
169482,20
169483,20
169484,29
169485,32
169486,11
169488,62
169489,11
169490,7
169491,95
169495,7
169497,3
169498,4
169499,7
169500,3
169501,15
169502,47
169503,68
169504,510
169505,272
169506,247
169507,19
169508,71
169509,58
169510,25
169511,6
169512,19
169513,12
169514,7
169515,28
169516,19
169517,3
169518,98
169519,5
169520,88
169521,147
169522,6
169523,16
169524,5
169526,19
169527,10
169528,147
169529,28
169530,42
169531,5
169532,120
169533,12
169534,7
169535,2
169536,5
169537,50
169539,97
169540,7
169541,3
169542,10
169543,38
169545,12
169546,22
169547,16
169548,16
169549,148
169550,15
169551,54
169552,38
169553,14
169554,108
169555,214
169556,361
169557,232
169558,7
169559,184
169560,237
169561,28
169562,203
169563,170
169564,42
169565,472
169567,647
169568,541
169569,17
169570,28
169571,20
169572,309
169573,19
169574,383
169575,354
169576,21
169577,6
169578,234
169579,78
169580,24
169581,11
169582,3
